epoch,accuracy,loss,val_accuracy,val_loss
0,0.43899595737457275,1.906459927558899,0.7971112728118896,0.8858931660652161
1,0.7287954688072205,0.9351946711540222,0.8827527761459351,0.498562753200531
2,0.8095839023590088,0.6606916189193726,0.9146983623504639,0.3515961170196533
3,0.8488129377365112,0.520801842212677,0.9298215508460999,0.2864367663860321
4,0.8746419548988342,0.43017661571502686,0.9401869177818298,0.23572756350040436
5,0.8909549713134766,0.373483806848526,0.9468139410018921,0.20615173876285553
6,0.9018788933753967,0.33353471755981445,0.9531010985374451,0.18157151341438293
7,0.9119774699211121,0.2999570369720459,0.954630434513092,0.16688746213912964
8,0.9198912382125854,0.2706902027130127,0.9621070623397827,0.14758336544036865
9,0.9234354496002197,0.25585997104644775,0.9655055403709412,0.13724808394908905
10,0.9330484867095947,0.2294122278690338,0.9658453464508057,0.1305585354566574
11,0.9357673525810242,0.22080126404762268,0.9675446152687073,0.12219129502773285
12,0.939797043800354,0.20334552228450775,0.9692438244819641,0.11076309531927109
13,0.9403311014175415,0.19384953379631042,0.9707731604576111,0.10744863003492355
14,0.9466912746429443,0.1789373755455017,0.9733220338821411,0.10071352869272232
15,0.9498470425605774,0.171879842877388,0.9729821681976318,0.09421087801456451
16,0.9497985243797302,0.16503609716892242,0.9741716384887695,0.09553321450948715
17,0.954944908618927,0.15375055372714996,0.975021243095398,0.08832067251205444
18,0.953731119632721,0.15046578645706177,0.9780798554420471,0.08379875868558884
19,0.9578093886375427,0.1404707431793213,0.9770603179931641,0.08247899264097214
20,0.959217369556427,0.1362006515264511,0.9780798554420471,0.07630926370620728
21,0.9581977725028992,0.13460350036621094,0.9774001836776733,0.08069644868373871
22,0.9620818495750427,0.1269851177930832,0.9774001836776733,0.07450930774211884
23,0.9625673890113831,0.12379412353038788,0.9758708477020264,0.08082087337970734
24,0.9646550416946411,0.11706901341676712,0.9789294600486755,0.07173200696706772
25,0.965480387210846,0.11384511739015579,0.9794392585754395,0.06993454694747925
26,0.9685876369476318,0.10633276402950287,0.9797791242599487,0.06995446979999542
27,0.9684905409812927,0.10713659226894379,0.9787595868110657,0.07008689641952515
28,0.9690245985984802,0.10566864162683487,0.9794392585754395,0.0654703751206398
29,0.9687818884849548,0.10379067063331604,0.9809685349464417,0.06434909254312515
0,0.922707200050354,0.24263089895248413,0.9729821681976318,0.08348700404167175
1,0.9537796974182129,0.14157524704933167,0.976040780544281,0.07149635255336761
2,0.9609166383743286,0.12319723516702652,0.9787595868110657,0.06212281435728073
3,0.964412271976471,0.1139264926314354,0.9807986617088318,0.056014202535152435
4,0.9692187905311584,0.09976206719875336,0.9824978709220886,0.05182179436087608
5,0.9719862341880798,0.09121493250131607,0.9835174083709717,0.048819515854120255
6,0.9737340211868286,0.08244427293539047,0.9841971397399902,0.04665135219693184
7,0.9758702516555786,0.07914668321609497,0.9845369458198547,0.04371053725481033
8,0.9775695204734802,0.0723731592297554,0.9864060878753662,0.04208885133266449
9,0.978492021560669,0.07116629928350449,0.9865760207176208,0.04014981910586357
