epoch,accuracy,loss,val_accuracy,val_loss
0,0.16915084421634674,2.639108657836914,0.3505522608757019,2.178097724914551
1,0.29999515414237976,2.19907283782959,0.4705182611942291,1.798892617225647
2,0.3749089539051056,1.947356939315796,0.5641461610794067,1.544988751411438
3,0.43579161167144775,1.760584831237793,0.6132540106773376,1.362458348274231
4,0.474195271730423,1.6237843036651611,0.6669498682022095,1.3114556074142456
5,0.5109481811523438,1.5071250200271606,0.6941376328468323,1.1317267417907715
6,0.5368742942810059,1.4218897819519043,0.7131690979003906,1.0405343770980835
7,0.5646938681602478,1.3357658386230469,0.7313508987426758,0.988484263420105
8,0.5790649056434631,1.2820347547531128,0.7461342215538025,0.9189032316207886
9,0.6019808650016785,1.210904836654663,0.7675446271896362,0.8738751411437988
10,0.619799017906189,1.144810438156128,0.7892948389053345,0.7835838794708252
11,0.6406272649765015,1.0931094884872437,0.7838572859764099,0.7864073514938354
12,0.6569403409957886,1.031143307685852,0.7955819964408875,0.7151519656181335
13,0.6726222038269043,0.9866808652877808,0.809855580329895,0.6929525136947632
14,0.6847113370895386,0.9328168630599976,0.816142737865448,0.6610993146896362
15,0.7026751637458801,0.8925699591636658,0.8110450506210327,0.6761535406112671
16,0.7060251235961914,0.8681546449661255,0.8270178437232971,0.6169978380203247
17,0.7179200649261475,0.8306829333305359,0.8288869857788086,0.6001304388046265
18,0.736757755279541,0.7808602452278137,0.8363636136054993,0.56175297498703
19,0.7456425428390503,0.7488497495651245,0.8446899056434631,0.5274936556816101
20,0.7531194090843201,0.723516583442688,0.8484281897544861,0.5303460359573364
21,0.7603534460067749,0.70194411277771,0.8535259366035461,0.5083628296852112
22,0.770112156867981,0.6652528643608093,0.8525063991546631,0.5035772919654846
23,0.7803078293800354,0.6413705945014954,0.8533560037612915,0.5086405873298645
24,0.7841918468475342,0.6293904185295105,0.8657603859901428,0.475607305765152
25,0.7947273850440979,0.5982733368873596,0.8676295876502991,0.4741078317165375
26,0.7994368076324463,0.5731886029243469,0.8645709156990051,0.46726956963539124
27,0.806768000125885,0.5570942759513855,0.8589634895324707,0.48212406039237976
28,0.8081759214401245,0.5467294454574585,0.8720476031303406,0.4571566879749298
29,0.8158954977989197,0.5249969959259033,0.870348334312439,0.45553287863731384
30,0.8182259798049927,0.5119672417640686,0.8727272748947144,0.454250693321228
31,0.8274505734443665,0.4885382354259491,0.8773152232170105,0.44064322113990784
32,0.8318201899528503,0.473493367433548,0.8756159543991089,0.44714444875717163
33,0.8342477083206177,0.4676143527030945,0.871367871761322,0.46554306149482727
34,0.8330824971199036,0.46517711877822876,0.8735768795013428,0.45094549655914307
