epoch,accuracy,loss,val_accuracy,val_loss
0,0.5385735630989075,1.5605803728103638,0.8242990374565125,0.7002151608467102
1,0.7838520407676697,0.7265572547912598,0.8761257529258728,0.4492187798023224
2,0.8436179757118225,0.5325716733932495,0.910450279712677,0.3409300744533539
3,0.8728455305099487,0.42495787143707275,0.9167374968528748,0.29370638728141785
4,0.890469491481781,0.3614189326763153,0.926593005657196,0.25877177715301514
5,0.9043064713478088,0.31939470767974854,0.9325403571128845,0.23390412330627441
6,0.9144049882888794,0.28530001640319824,0.9413763880729675,0.20807543396949768
7,0.9235325455665588,0.2560735046863556,0.9456244707107544,0.19426771998405457
8,0.9275137186050415,0.2350376844406128,0.9481733441352844,0.18027566373348236
9,0.9362043142318726,0.2140880674123764,0.9449447989463806,0.17996862530708313
10,0.9397485256195068,0.2019125521183014,0.950552225112915,0.16555894911289215
11,0.9437296986579895,0.1860632598400116,0.9515718221664429,0.1555791050195694
12,0.9445064663887024,0.17540167272090912,0.9576890468597412,0.1460494101047516
13,0.9495557546615601,0.16561956703662872,0.9581987857818604,0.14016172289848328
14,0.9514977931976318,0.15664172172546387,0.9615972638130188,0.13276968896389008
15,0.954944908618927,0.15016604959964752,0.9670348167419434,0.11561320722103119
16,0.9550420045852661,0.1439003348350525,0.9632965326309204,0.12604840099811554
17,0.9564014077186584,0.14015035331249237,0.9621070623397827,0.1232239156961441
18,0.9626644849777222,0.1254427582025528,0.968224287033081,0.10970567166805267
19,0.9618390798568726,0.1256331354379654,0.9655055403709412,0.11673600226640701
20,0.9639753103256226,0.11633037030696869,0.9658453464508057,0.11009593307971954
21,0.9653832912445068,0.11492103338241577,0.967204749584198,0.10856636613607407
22,0.965674638748169,0.10963645577430725,0.9653356075286865,0.1091914176940918
23,0.9674710035324097,0.10805195569992065,0.9678844809532166,0.11059298366308212
24,0.9701898097991943,0.09868957102298737,0.9712828993797302,0.10278856754302979
0,0.8802738189697266,0.3749139904975891,0.9648258090019226,0.10443107783794403
1,0.9383890628814697,0.19161079823970795,0.9683942198753357,0.0936364158987999
2,0.9548478126525879,0.1405150145292282,0.9748513102531433,0.08117786049842834
3,0.9634412527084351,0.11527537554502487,0.9782497882843018,0.07415086776018143
4,0.9698014259338379,0.09225671738386154,0.9792693257331848,0.06925756484270096
5,0.9748992323875427,0.07832514494657516,0.9804587960243225,0.06438342481851578
6,0.9770354628562927,0.06892495602369308,0.9826678037643433,0.05875591188669205
7,0.9802883863449097,0.06125550717115402,0.9809685349464417,0.060774244368076324
8,0.9826188087463379,0.05701209977269173,0.9840272068977356,0.05531837046146393
9,0.9853376746177673,0.04643252491950989,0.984876811504364,0.05066489055752754
