epoch,accuracy,loss,val_accuracy,val_loss
0,0.4438510537147522,1.851838231086731,0.7247238755226135,0.9957767128944397
1,0.682089626789093,1.0398184061050415,0.8079863786697388,0.687215268611908
2,0.7510316967964172,0.8079082369804382,0.8368734121322632,0.5558059811592102
3,0.7905034422874451,0.6817162036895752,0.8662701845169067,0.47337985038757324
4,0.8169636130332947,0.5965546369552612,0.8825828433036804,0.41001424193382263
5,0.8319172859191895,0.5384735465049744,0.8900594711303711,0.3717750906944275
6,0.8462883234024048,0.49197277426719666,0.902633786201477,0.3295079171657562
7,0.861290454864502,0.4542650878429413,0.9085811376571655,0.31741970777511597
8,0.8717774152755737,0.4178406298160553,0.9170773029327393,0.28494933247566223
9,0.8803223967552185,0.38478514552116394,0.9223449230194092,0.26866859197616577
10,0.8855172991752625,0.36960136890411377,0.9282922744750977,0.24983729422092438
11,0.8897897601127625,0.3523123860359192,0.9313508868217468,0.23848296701908112
12,0.8950818181037903,0.3330310583114624,0.9366185069084167,0.22427794337272644
13,0.8955187797546387,0.32804450392723083,0.934409499168396,0.22146211564540863
14,0.9039666056632996,0.3065658211708069,0.9400169849395752,0.21007473766803741
15,0.9078506827354431,0.28927040100097656,0.9420560598373413,0.19801540672779083
16,0.9114434123039246,0.28094813227653503,0.9378079771995544,0.1992081105709076
17,0.9132397770881653,0.27435919642448425,0.9434154629707336,0.19200631976127625
18,0.9190658926963806,0.2583361864089966,0.9468139410018921,0.18134066462516785
19,0.9213477969169617,0.2553231716156006,0.9488530158996582,0.17314262688159943
20,0.9206680655479431,0.25161755084991455,0.9483432173728943,0.17425836622714996
21,0.9246492385864258,0.24061626195907593,0.954630434513092,0.16325631737709045
22,0.9295042753219604,0.22832655906677246,0.9514018893241882,0.16214443743228912
23,0.9295042753219604,0.2227131724357605,0.9551401734352112,0.1510227620601654
24,0.9319318532943726,0.21870239078998566,0.9537807703018188,0.16044707596302032
0,0.8970238566398621,0.39863118529319763,0.951062023639679,0.1887046843767166
1,0.9264941215515137,0.2505126893520355,0.9605777263641357,0.14476442337036133
2,0.9426615238189697,0.19583968818187714,0.967204749584198,0.11959726363420486
3,0.9515463709831238,0.16522860527038574,0.9724723696708679,0.10115572810173035
4,0.9578579664230347,0.14500091969966888,0.9751911759376526,0.08853325992822647
5,0.9631014466285706,0.12664370238780975,0.978589653968811,0.07920495420694351
6,0.9673739075660706,0.11188548803329468,0.9789294600486755,0.07321801036596298
7,0.9713550806045532,0.09909456968307495,0.9806287288665771,0.06674662232398987
8,0.9747050404548645,0.08820996433496475,0.9819881319999695,0.06174394115805626
9,0.9765014052391052,0.07957375049591064,0.9830076694488525,0.057457324117422104
