epoch,accuracy,loss,val_accuracy,val_loss
0,0.2167179435491562,2.4692695140838623,0.29418322443962097,2.309748649597168
1,0.4029383659362793,1.797645926475525,0.5151458978652954,1.573163390159607
2,0.4950673580169678,1.4964085817337036,0.5976584553718567,1.2934871912002563
3,0.5460910201072693,1.3507020473480225,0.6894629001617432,0.9363497495651245
4,0.5882040858268738,1.2097138166427612,0.6335253715515137,1.1172271966934204
5,0.6289381384849548,1.0829521417617798,0.7673295140266418,0.691797137260437
6,0.6494112610816956,1.0278761386871338,0.7836833596229553,0.6451966762542725
7,0.6813408136367798,0.9350857734680176,0.8293997645378113,0.5320755839347839
8,0.7062162160873413,0.8654325008392334,0.8587623238563538,0.41472917795181274
9,0.7256284952163696,0.8134030699729919,0.8661958575248718,0.4172314703464508
10,0.7383579015731812,0.7814908027648926,0.8706560134887695,0.3855768144130707
11,0.7563381791114807,0.725296676158905,0.8972309827804565,0.31391388177871704
12,0.7654609084129333,0.6952857375144958,0.800037145614624,0.5789004564285278
13,0.7700753211975098,0.6689453721046448,0.8992752432823181,0.3048783838748932
14,0.7848201990127563,0.6390337944030762,0.8964876532554626,0.2901214361190796
15,0.791980504989624,0.6141827702522278,0.9226909279823303,0.24254238605499268
16,0.7941020727157593,0.6037550568580627,0.8632224202156067,0.4050524830818176
17,0.8049220442771912,0.5737193822860718,0.9291953444480896,0.21015174686908722
18,0.8172801733016968,0.5320435762405396,0.9091246724128723,0.26986396312713623
19,0.8189243674278259,0.5369120836257935,0.909310519695282,0.2806612253189087
